	< 1 page >
번호|		지점명			|			  주소  			|	전화번호
 10	|	충남아산시영인점 	|	충남아산시영인면영인로84-1	|	041-549-9289
 11	|	충남부여군부여점 	|	충남부여군부여읍사비로72번길18	|	041-833-9285
 12	|	충남공주시신관점 	|	충남공주시번영1로97-12	|	041-881-9285
 13	|	충남천안시두정대아점 	|	충남천안시서북구두정중11길22	|	041-561-9285
 14	|	세종시아름동아름점 	|	세종특별자치시보듬3로95	|	044-864-9242
 15	|	충남당진군당진점 	|	충남당진시당진중앙2로59-12	|	041-355-7933
 16	|	충남태안군안면점 	|	충남태안군안면읍장터로99-3	|	041-673-4838
 17	|	충남천안시성환점 	|	충남천안시서북구성환읍신선동길20	|	041-588-9286
 18	|	충북충주시한국교통대점 	|	충북충주시대소원면대학로28	|	043-855-7774
 19	|	충북단양군단양점 	|	충북단양군단양읍도전4길21	|	043-423-4482
 20	|	충북음성군음성점 	|	충북음성군음성읍시장로78	|	043-873-9282
 21	|	경기안성시죽산점 	|	경기안성시죽산면중부길39	|	031-676-8929
 22	|	충북충주시수안보점 	|	충북충주시수안보면온천중앙길32	|	043-844-4492
 23	|	경기안성시안성1점(B) 	|	경기안성시안성맞춤대로1104	|	031-674-4430
 24	|	경기안성시홍익점 	|	경기안성시금광면신양복길1	|	031-677-4492
	< 28 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	충북증평군증평점 	|	충북증평군증평읍충청대로1758	|	043-838-4482
 2	|	충북단양군매포읍점 	|	충북단양군매포읍단양로1922	|	043-423-4479
 3	|	충북충주시칠금점 	|	충북충주시우륵로10	|	043-855-4492
 4	|	경기안성시중앙대점(B) 	|	경기안성시대덕면중앙대학로1461층	|	031-675-4479
 5	|	충북괴산군괴산점 	|	충북괴산군괴산읍읍내로13길17	|	043-834-4492
 6	|	충북제천시강제점 	|	충북제천시청풍호로7안길3-1	|	043-645-4479
 7	|	충북음성군생극점 	|	충청북도음성군생극면음성로1639-1	|	043-881-8880
 8	|	충북제천시제천1점 	|	충북제천시숭문로100	|	043-643-0114
 9	|	충북음성군맹동점 	|	충북음성군맹동면덕금로409번길4	|	043-878-9917
 10	|	충북충주시목행동량점 	|	충북충주시행정9길32	|	043-845-4479
 11	|	충북충주시대소원면점 	|	충북충주시대소원면새터1길9	|	043-854-3399
 12	|	충북충주시건대점 	|	충북충주시충열4길6	|	043-856-1577
 13	|	충북충주시충주3점 	|	충북충주시중원대로3393	|	043-856-1588
 14	|	충북충주시신니면점 	|	충북충주시신니면덕고개로4	|	043-851-4479
 15	|	경기안성시일죽점 	|	경기안성시일죽면금일로476-1	|	031-672-5648
 16	|	충북제천시신백점 	|	충북제천시신백로14길12	|	043-653-1113
 17	|	충북음성군대소점 	|	충북음성군대소면오태로137번길23	|	043-882-4482
 18	|	충북진천군광혜원점(B) 	|	충북진천군광혜원면화랑1길7	|	043-532-4479
 19	|	충북제천시청전점 	|	충북제천시의림대로31길22	|	043-647-4479
 20	|	충북진천군덕산점(B) 	|	충북진천군덕산면용몽2길17-5	|	043-532-7222
 21	|	충북진천군진천점 	|	충북진천군진천읍중앙서로90	|	043-534-9282
 22	|	충북음성군맹동혁신도시점 	|	충북음성군맹동면대하로273지음프라자2차107	|	043-883-4479
 23	|	충북음성군삼성점(B) 	|	충북음성군삼성면덕정로48	|	043-881-4479
 24	|	충북음성군금왕점(B) 	|	충북음성군금왕읍무극로324번길19	|	043-883-8857
	< 29 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	충북충주시충주1점 	|	충북충주시금제6길1	|	043-856-9929
 2	|	경기안성시공도2점 	|	경기안성시공도읍공도3로34-1	|	031-652-8279
 3	|	충북충주시충주2점 	|	충북충주시형설로110-1	|	043-854-8577
 4	|	경기안성시동아방송대점 	|	경기안성시삼죽면동아예대길61-3	|	031-674-4447
 5	|	대전유성구신성자운점 	|	대전광역시유성구가정로43	|	042-862-9982
 6	|	충북청주시용암점 	|	충청북도청주시상당구낙영로4번길18	|	043-296-1515
 7	|	충북청주시가경1점 	|	충청북도청주시흥덕구풍년로111번길22-5	|	043-233-9888
 8	|	충북청주시하복대점 	|	충청북도청주시흥덕구진재로27번길36-6	|	043-233-9998
 9	|	충북청주시사직점 	|	충청북도청주시서원구호국로16	|	043-273-9992
 10	|	대전유성구원내점 	|	대전광역시유성구진잠로78번길56	|	042-543-4479
 11	|	대전서구만년점 	|	대전광역시서구만년남로11번길42	|	042-482-9582
 12	|	대전유성구노은점 	|	대전광역시유성구반석로12번길25	|	042-823-9286
 13	|	대전대덕구신탄진점 	|	대전광역시대덕구신탄진동로1	|	042-935-9285
 14	|	충북청주시강내점 	|	충청북도청주시흥덕구강내면월곡길16	|	043-237-8292
 15	|	대전서구가장내동점 	|	대전광역시서구도산로253번길33	|	042-532-4479
 16	|	대전동구한남대막시무스점 	|	대전광역시동구옛신탄진로93번길27	|	042-627-4479
 17	|	대전유성구봉명구암점 	|	대전광역시유성구대학로34	|	042-321-4482
 18	|	충북청주시율량점 	|	충청북도청주시청원구공항로112번길34	|	043-212-4334
 19	|	충북옥천군옥천점 	|	충청북도옥천군옥천읍성신로48	|	043-733-4492
 20	|	대전동구가양비래점 	|	대전동구우암로331	|	042-623-9233
 21	|	대전서구갈마점 	|	대전광역시서구계룡로500번길86	|	042-526-9249
 22	|	대전동구우송대점 	|	대전광역시동구동대전로213	|	042-636-4479
 23	|	대전유성구송강봉산점 	|	대전광역시유성구봉산로32	|	042-935-4492
 24	|	충북청주시개신점 	|	충청북도청주시서원구신율로61	|	043-267-2008
	< 30 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	대전중구중촌목동점 	|	대전광역시중구목동로8번길77	|	042-383-4479
 2	|	대전서구도마점 	|	대전광역시서구사마1길28	|	042-535-4479
 3	|	충북청주시오송점 	|	충청북도청주시흥덕구오송읍연제길7	|	043-234-4477
 4	|	충북청주시내수점 	|	충청북도청주시청원구내수읍은곡묵방길52-10	|	043-213-0100
 5	|	대전중구부사점 	|	대전광역시중구보문로92	|	042-242-4479
 6	|	충북청주시분평점(B) 	|	충청북도청주시서원구1순환로1109	|	043-295-4479
 7	|	충북청주시사천점 	|	충청북도청주시청원구새터로187	|	043-215-7007
 8	|	충북청주시강서가경2점(B) 	|	충청북도청주시흥덕구서현북로58	|	043-236-7282
 9	|	충북청주시용담광장점 	|	충청북도청주시상당구산성로112번길18	|	043-284-9945
 10	|	대전서구월평점 	|	대전광역시서구월평중로24번길30	|	042-485-4479
 11	|	충북청주시산남3지구성화점 	|	충청북도청주시서원구원흥로14	|	043-292-4479
 12	|	대전유성구테크노점 	|	대전유성구관들5길47	|	042-934-4479
 13	|	대전서구도안신도시점 	|	대전광역시서구도안북로118번길81	|	042-353-4479
 14	|	대전대덕구법동점 	|	대전광역시대덕구계족로608번길16	|	042-622-4479
 15	|	충북청주시용암2점(B) 	|	충청북도청주시상당구중고개로240번길3	|	043-295-8888
 16	|	대전서구둔산점 	|	대전광역시서구둔산남로165번길16	|	042-483-9292
 17	|	대전유성구학하덕명점 	|	대전광역시유성구학하남로3	|	042-826-4479
 18	|	대전동구가오점 	|	대전광역시동구은어송로116	|	042-282-4479
 19	|	대전서구탄방점 	|	대전광역시서구문정로2번길51	|	042-472-4479
 20	|	대전중구문화점 	|	대전중구보문산로171번길39	|	042-584-6600
 21	|	충북청주시오창점 	|	충북청주시청원구오창읍연구단지로21	|	043-216-4492
 22	|	충북청주시산남점 	|	충북청주시서원구수곡로57번길17	|	043-288-9970
 23	|	대전서구행복점 	|	대전서구정림서로162-18	|	042-585-9233
 24	|	대전대덕구송촌점(B) 	|	대전대덕구송촌북로4번길41	|	042-672-4479
	< 31 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	충북청주시율량2지구점 	|	충북청주시청원구율량로135	|	043-214-4479
 2	|	충북청주시청대점 	|	충북청주시청원구상당로232번길32	|	043-223-9285
 3	|	대전중구태평점 	|	대전중구태평로118-1	|	042-527-9982
 4	|	대전동구용운판암점 	|	대전동구동부로73번길135	|	042-271-4479
 5	|	대전유성구궁동어은점(B) 	|	대전유성구농대로8	|	042-861-4479
 6	|	충북보은군보은점 	|	충북보은군보은읍삼산로33	|	043-544-1223
 7	|	충북청주시봉명점 	|	충북청주시흥덕구백봉로172	|	043-264-9285
 8	|	대전유성구전민점 	|	대전유성구전민로6번길27	|	042-864-4479
 9	|	충북영동군영동점 	|	충북영동군영동읍학산영동로1143	|	043-745-4479
 10	|	대구달성군화원점 	|	대구달성군화원읍화암로65	|	053-644-9985
 11	|	대구북구칠곡1점 	|	대구북구대천로17길14	|	053-323-9980
 12	|	경북영주시영주2점 	|	경북영주시구성로389로얄상가111호	|	054-636-9994
 13	|	대구달서구상인점 	|	대구달서구상인로9길26	|	053-635-6611
 14	|	경북구미시공단비산점 	|	경상북도구미시비산로5길28	|	054-463-5066
 15	|	경북칠곡군중리점 	|	경북칠곡군석적읍북중리11길14	|	054-976-1009
 16	|	경북안동시안동점 	|	경북안동시서동문로86	|	054-858-9930
 17	|	대구수성구범어점 	|	대구수성구범어로20길13	|	053-755-9282
 18	|	경북칠곡군오태북삼점 	|	경북칠곡군북삼읍금오대로10길19	|	054-972-4423
 19	|	경북영주시풍기점 	|	경북영주시풍기읍동성로68	|	054-638-9288
 20	|	경북구미시상모사곡점 	|	경북구미시상사서로12길3	|	054-465-4479
 21	|	경북구미시봉곡도량점 	|	경북구미시도봉로3길3-3	|	054-443-4482
 22	|	대구달서구용산1점 	|	대구달서구와룡로53길78	|	053-523-4482
 23	|	대구수성구시지1점 	|	대구수성구달구벌대로627길22-25	|	053-795-9985
 24	|	대구달서구신월배점 	|	대구달서구조암남로27길30	|	053-633-9282
	< 32 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	경북봉화군봉화점 	|	경북봉화군봉화읍내성로1길41-1	|	054-673-4420
 2	|	대구북구산격점 	|	대구북구동북로36길17-2	|	053-942-4479
 3	|	대구동구효목점 	|	대구동구효목로103	|	053-954-9982
 4	|	경북경산시영대점 	|	경북경산시대학로61길6-5	|	053-818-8992
 5	|	대구달서구두류광장점 	|	대구달서구야외음악당로39안길48	|	053-652-4482
 6	|	경북안동시옥동송현점 	|	경북안동시광명로126	|	054-855-4479
 7	|	경북경산시계양사동점 	|	경북경산시계양로8길38	|	053-802-4482
 8	|	경북경산시진량점 	|	경북경산시진량읍영청길15	|	053-857-9995
 9	|	경북상주시함창점 	|	경북상주시함창읍함창시장2길2	|	054-541-4479
 10	|	대구남구봉덕점 	|	대구남구중앙대로22길221	|	053-475-4479
 11	|	대구수성구황금점 	|	대구수성구청수로36길32	|	053-768-9282
 12	|	경북청도군청도점 	|	경북청도군청도읍청화로150-1	|	054-373-4469
 13	|	경북안동시용상점 	|	경북안동시경동로889	|	054-821-9901
 14	|	경북구미시인동점 	|	경북구미시인동39길22-65	|	054-474-4478
 15	|	경북김천시아포점 	|	경북김천시아포읍한지2길64-4	|	054-436-4492
 16	|	대구북구태전점(B) 	|	대구북구구암로16길7	|	053-321-4479
 17	|	경북구미시선산점 	|	경북구미시선산읍남문로3길17	|	054-481-9191
 18	|	경북영주시휴천점 	|	경북영주시대학로36	|	054-636-8787
 19	|	대구수성구시지사월점 	|	대구수성구달구벌대로669길20	|	053-793-4479
 20	|	대구달서구대곡진천점(B) 	|	대구달서구한실로117	|	053-633-4479
 21	|	대구북구고성동점 	|	대구북구옥산로9	|	053-355-4479
 22	|	경북김천시김천1점 	|	경북김천시김천로24-1	|	054-430-4482
 23	|	대구동구율하점 	|	대구동구율하동로8길25	|	053-965-4479
 24	|	대구동구신천동점 	|	대구동구국채보상로861	|	053-754-4479
	< 33 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	대구달서구성당점(B) 	|	대구달서구감삼남길171	|	053-555-9282
 2	|	경북구미시송정원평점 	|	경북구미시금오산로22길15-14	|	054-443-4479
 3	|	대구남구대명2점 	|	대구남구성당시장길59	|	053-654-9984
 4	|	경북상주시상주2호점 	|	경북상주시동수4길33제상가동101호	|	054-533-4423
 5	|	대구수성구상동점 	|	대구수성구수성로15길34	|	053-768-4479
 6	|	대구달서구대곡역점 	|	대구달서구비슬로538길22	|	053-638-4479
 7	|	대구달성군서재점 	|	대구달성군다사읍서재로99-1	|	053-587-4479
 8	|	대구달서구신당점 	|	대구달서구신당로24	|	053-592-4485
 9	|	경북고령군고령점 	|	경북고령군고령읍시장1길11	|	054-954-4479
 10	|	대구동구동호점 	|	대구동구동호로40	|	053-963-4482
 11	|	대구북구관음읍내동점 	|	대구북구칠곡중앙대로95길11	|	053-323-4479
 12	|	대구달성군논공점 	|	대구달성군논공읍논공중앙로118	|	053-615-4482
 13	|	경북경산시하양점 	|	경북경산시하양읍하양역길18	|	053-853-4479
 14	|	대구수성구범물점 	|	대구수성구지범로290	|	053-784-4479
 15	|	경북김천시덕곡율곡점 	|	경북김천시영남대로2040-6	|	054-434-4470
 16	|	대구달성군현풍점 	|	대구달성군현풍면테크노중앙대로325-49	|	053-611-4446
 17	|	경북경산시서부백천점 	|	경북경산시경산로28부영2차아파트상가103호	|	053-801-9900
 18	|	경북김천시신음삼락점 	|	경북김천시시청로40	|	054-437-4479
 19	|	경북예천군예천점 	|	경북예천군예천읍중앙로24-1	|	054-654-4492
 20	|	대구달성군구지점 	|	대구달성군구지면창리중앙길97	|	053-611-4462
 21	|	경북칠곡군왜관점 	|	경북칠곡군왜관읍중앙로3길2-1	|	054-972-8066
 22	|	대구동구방촌점 	|	대구동구동촌로58길21	|	053-981-9050
 23	|	대구서구내당대신동점 	|	대구서구달서로12길28	|	053-567-4479
 24	|	대구달성군다사점 	|	대구달성군다사읍대실역북로55	|	053-593-4482
	< 34 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	대구동구신암동점 	|	대구광역시동구신암로132	|	053-944-4479
 2	|	경북구미시임수황상점 	|	경북구미시인동북길25	|	054-471-7227
 3	|	경북구미시신평점 	|	경상북도구미시신비로26	|	054-463-4479
 4	|	경북구미시원호도량1동점 	|	경북구미시고아읍문장로22길20103호	|	054-444-8244
 5	|	경북의성군의성점 	|	경상북도의성군의성읍동서1길72	|	054-834-4482
 6	|	대구달서구장기점 	|	대구달서구구마로12길14	|	053-522-8890
 7	|	대구동구불로봉무점 	|	대구동구팔공로51길23	|	053-958-8200
 8	|	대구남구대명남산점 	|	대구남구명덕로28길12	|	053-621-9282
 9	|	대구북구만평점 	|	대구서구서대구로62길51	|	053-356-4113
 10	|	대구달서구성서점 	|	대구달서구선원로37길16	|	053-593-9982
 11	|	대구수성구지산점 	|	대구수성구용학로35길35	|	053-784-9966
 12	|	대구달서구송현점 	|	대구달서구월배로74길39	|	053-626-9994
 13	|	대구북구사수금호점 	|	대구북구한강로17	|	053-325-4479
 14	|	경북경산시옥산정평점 	|	경북경산시대학로16길31	|	053-812-6636
 15	|	경북구미시옥계점 	|	경북구미시산호대로25길26-3	|	054-471-4490
 16	|	경북구미시형곡점 	|	경북구미시형곡로90	|	054-442-9979
 17	|	대구북구칠성점 	|	대구북구칠성로88	|	053-341-0044
 18	|	대구서구평리점 	|	대구서구국채보상로192	|	053-552-4499
 19	|	대구북구동서변점 	|	대구북구서변로26	|	053-944-9282
 20	|	경북구미시산동확장단지점 	|	경북구미시산동면신당인덕1로139	|	054-473-4479
 21	|	대구중구동성로점 	|	대구중구공평로97-1	|	053-257-9982
 22	|	대구달서구이월드점 	|	대구달서구두류공원로200	|	
 23	|	대구북구복현검단점 	|	대구북구경진로1길31	|	053-942-4479
 24	|	대구달성군옥포점 	|	대구달성군옥포면돌미로2길1	|	053-611-4482
	< 35 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	경북문경시문경점 	|	경북문경시점촌로8	|	054-555-8858
 2	|	대구수성구수성점(B) 	|	대구수성구신천동로98길24	|	053-751-4482
 3	|	경북울진군북면점 	|	경북울진군북면울진북로2120	|	054-781-4246
 4	|	경북포항시대이점 	|	경북포항시남구대이로112-3	|	054-275-5052
 5	|	경북경주시황성점 	|	경북경주시황성로69번길38-6	|	054-776-5770
 6	|	경북포항시연일점 	|	경북포항시남구연일읍철강로41번길52-6	|	054-286-4447
 7	|	경북포항시용흥점 	|	경북포항시북구새마을로92	|	054-254-4482
 8	|	경북포항시흥해점 	|	경북포항시북구흥해읍흥해로26	|	054-261-9979
 9	|	경북포항시효곡점 	|	경북포항시남구효자동길10번길19	|	054-282-9982
 10	|	울산울주군남창점 	|	울산울주군온양읍연안4길18	|	052-238-4491
 11	|	경북포항시달전점 	|	경북포항시북구흥해읍도음로877번길9	|	054-262-8201
 12	|	경북포항시송도점 	|	경북포항시남구송림로8	|	054-242-8544
 13	|	경북영천시야사점 	|	경북영천시망정로60	|	054-333-3733
 14	|	경북경주시동천점 	|	경북경주시동천로30번길14-2	|	054-775-9973
 15	|	울산울주군구영점 	|	울산울주군범서읍대리1길23-6	|	052-248-9982
 16	|	울산북구호계점 	|	울산북구동대8길12	|	052-293-4479
 17	|	경북포항시청하점 	|	경북포항시북구청하면청하로217번길2	|	054-232-1535
 18	|	경북포항시양덕점 	|	경북포항시북구양덕로23	|	054-255-4482
 19	|	경북울진군백암점 	|	경북울진군온정면소태로9-29	|	054-787-4004
 20	|	울산중구우정점 	|	울산중구유곡로70	|	052-242-1400
 21	|	경북경주시강동점 	|	경북경주시강동면동해대로166-11	|	054-762-4479
 22	|	울산동구전하점 	|	울산동구진성13길92	|	052-235-9985
 23	|	경북울진군죽변점 	|	경북울진군죽변면죽변북로60	|	054-781-4482
 24	|	경북경주시충효점 	|	경북경주시충효녹지길36-6	|	054-776-4479
	< 36 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	경북포항시우현점 	|	경북포항시북구선착로3-1	|	054-255-9955
 2	|	경북경주시안강점 	|	경북경주시안강읍구부랑길42	|	054-761-8999
 3	|	울산남구신정점 	|	울산남구월평로58	|	052-256-4423
 4	|	울산중구병영점 	|	울산중구동천4길15	|	052-297-4479
 5	|	울산남구옥동점 	|	울산남구문수로423번길4-37	|	052-256-1244
 6	|	경북울진군후포점 	|	경북울진군후포면삼율6길16-14	|	054-788-9982
 7	|	울산남구야음점 	|	울산남구수암로196번길7	|	052-227-9331
 8	|	울산남구무거2호점 	|	울산남구삼호로55번길6	|	052-223-4479
 9	|	울산남구삼산점 	|	울산남구삼산로241번길35-1	|	052-910-9282
 10	|	울산동구남목점 	|	울산동구미포4길38	|	052-232-4479
 11	|	울산북구화봉점(B) 	|	울산북구두부곡14길15	|	052-287-4479
 12	|	울산북구양정점 	|	울산북구염포로517	|	052-283-4479
 13	|	울산울주군언양점(B) 	|	울산울주군언양읍동부8길12	|	052-254-4479
 14	|	울산중구우정혁신점 	|	울산중구종가2길1-2	|	052-244-4479
 15	|	경북포항시두호점 	|	경북포항시북구삼호로245번길10	|	054-251-8582
 16	|	울산남구야음2점 	|	울산남구신선로71-3	|	052-258-4479
 17	|	경북경주시내남점 	|	경북경주시내남면이조중앙길13-1	|	054-748-4479
 18	|	경북포항시해도점(B) 	|	경북포항시남구해동로55-1	|	054-281-4492
 19	|	경북경주시외동점 	|	경북경주시외동읍입실로1길58	|	054-741-4479
 20	|	울산동구화정점(B) 	|	울산동구월봉8길41	|	052-236-3330
 21	|	경북울진군울진점 	|	경북울진군울진읍울진중앙로56	|	054-781-6363
 22	|	울산동구방어점 	|	울산동구화잠2길4	|	052-201-4479
 23	|	울산북구강동점 	|	울산북구산하동강동산하지구81-10BL퀸스타운101호	|	052-211-4479
 24	|	경북경주시건천점 	|	경북경주시건천읍대곡용명길24	|	054-751-4479
	< 37 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	경북포항시남부점 	|	경북포항시남구상도로56	|	054-278-9982
 2	|	경북경주시성건점 	|	경북경주시금성로396번길5	|	054-774-9901
 3	|	경북포항시오천점 	|	경북포항시남구오천읍남원로53	|	054-291-9922
 4	|	울산남구울산대점 	|	울산남구대학로43번길16	|	052-223-9982
 5	|	경북포항시죽도점 	|	경북포항시북구중흥로255번길13	|	054-278-0454
 6	|	울산남구달동점 	|	울산남구신정로58번길32	|	052-269-9282
 7	|	경북영덕군영해점 	|	경북영덕군영해면예주시장길16-1	|	054-734-3553
 8	|	경북영덕군영덕점 	|	경북영덕군영덕읍군청길133	|	054-733-0054
 9	|	울산북구아진점 	|	울산북구가재길82	|	052-282-4479
 10	|	경북경주시금장점 	|	경북경주시현곡면안현로68-3	|	054-743-4479
 11	|	경북포항시장성점 	|	경북포항시북구법원로8번길16	|	054-243-2999
 12	|	울산중구약사점 	|	울산중구구교10길51	|	052-285-0400
 13	|	울산중구반구점 	|	울산중구염포로78	|	052-281-4488
 14	|	울산중구다운점 	|	울산중구다운로75	|	052-222-4479
 15	|	부산부산진구양정점 	|	부산부산진구범전동63-6	|	051-804-9282
 16	|	부산북구금곡점 	|	부산북구금곡동67-12	|	051-362-2002
 17	|	부산부산진구당감부암1점 	|	부산부산진구당감4동702-1	|	051-892-8292
 18	|	부산기장군기장점 	|	부산기장군기장읍대라리413-4	|	051-721-9909
 19	|	부산금정구서동점 	|	부산금정구서동542-35	|	051-521-4492
 20	|	부산금정구남산점 	|	부산금정구남산동188-6	|	051-518-4492
 21	|	부산금정구구서1점 	|	부산금정구구서2동203-32	|	051-582-4482
 22	|	부산북구화명2점 	|	부산북구화명동2316-9번지102호	|	051-365-4492
 23	|	부산부산진구신개금점 	|	부산부산진구개금3동380-1	|	051-892-4492
 24	|	부산동래구사직1점 	|	부산동래구사직동45-33번지	|	051-502-4485
	< 38 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	부산사하구다대1점 	|	부산사하구윤공단로14번길33	|	051-265-9298
 2	|	부산남구용호점 	|	부산남구용호동181-1현대비치상가1동103호	|	051-623-4492
 3	|	부산사상구학장엄궁점 	|	부산사상구학장동574-57번지삼성2차아파트상가206호	|	051-311-4492
 4	|	부산금정구부산대점 	|	부산금정구장전동221-24	|	051-514-9985
 5	|	부산동래구안락1점 	|	부산동래구안락동629-76	|	051-532-4492
 6	|	부산서구부민충무점 	|	부산서구토성동5가42-3	|	051-241-7949
 7	|	부산해운대구반송1점 	|	부산해운대구반송2동216-112번지	|	051-544-8272
 8	|	부산금정구부곡1점 	|	부산금정구부곡동19-9	|	051-582-8272
 9	|	부산사하구하단점(B) 	|	부산사하구하단동492-2대우프라자상가B105	|	051-293-9296
 10	|	부산수영구남천점 	|	부산수영구남천동77-25	|	051-628-4492
 11	|	부산수영구광안1점 	|	부산수영구광안동165-6	|	051-755-4492
 12	|	부산사하구구평감천점 	|	부산사하구구평동105-1	|	051-262-9994
 13	|	부산사하구다대2점 	|	부산사하구장림동426번지극동정립아파트상가301호	|	051-261-9297
 14	|	부산북구덕천점 	|	부산북구덕천2길45	|	051-342-6900
 15	|	부산수영구민락점 	|	부산수영구수영로741번길12	|	051-758-4479
 16	|	부산사상구괘법점 	|	부산사상구괘법동519-1강변동원아파트상가107동102호	|	051-311-4479
 17	|	부산남구문현점 	|	부산남구문현3동202-55번지	|	051-632-4492
 18	|	부산연제구거제점 	|	부산연제구월드컵대로187번길23	|	051-852-4479
 19	|	부산연제구시청점 	|	부산연제구중앙대로1038번길64상가101호	|	051-868-4494
 20	|	부산부산진구초읍연지점 	|	부산부산진구초읍동207-18	|	051-818-4492
 21	|	부산부산진구전포점 	|	부산부산진구동성로35	|	051-817-4482
 22	|	부산사하구괴정행복점 	|	부산사하구사리로4	|	051-204-4479
 23	|	부산부산진구가야당감점 	|	부산부산진구가야대로633	|	051-897-4492
 24	|	부산서구대신점 	|	부산서구망양로28	|	051-248-5779
	< 39 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	부산부산진구범천점 	|	부산부산진구신암로66판매시설동106호	|	051-636-4479
 2	|	부산영도구청학점 	|	부산영도구태종로332	|	051-415-4492
 3	|	부산동래구명장점 	|	부산동래구명안로86번길30	|	051-525-4482
 4	|	부산해운대구반여2점 	|	부산해운대구선수촌로153	|	051-523-4492
 5	|	부산해운대구송정점 	|	부산해운대구송정해변로8-14	|	051-703-4492
 6	|	부산금정구부곡행복점 	|	부산금정구부곡로64	|	051-516-4445
 7	|	부산사상구주례점 	|	부산사상구주례로25	|	051-328-4492
 8	|	부산중구중부산점 	|	부산중구대청로25번길4	|	051-469-9295
 9	|	부산영도구동삼점 	|	부산영도구동삼로59번길15	|	051-403-9972
 10	|	부산사상구신주례점 	|	부산광역시사상구양지로42	|	051-325-4479
 11	|	부산동구초량점 	|	부산광역시동구초량상로65	|	051-441-1466
 12	|	부산사하구신평점 	|	부산사하구다대로142번길16	|	051-201-4479
 13	|	부산영도구남항점 	|	부산영도구남항로24-2	|	051-416-4479
 14	|	부산연제구연산토곡점 	|	부산연제구과정로132번길32	|	051-755-5636
 15	|	부산사하구당리점 	|	부산사하구승학로40	|	051-206-4492
 16	|	부산수영구망미점 	|	부산수영구연수로302번길4	|	051-756-4479
 17	|	부산강서구강서구청점 	|	부산강서구대저로274번길35	|	051-831-4492
 18	|	부산사상구모덕점 	|	부산광역시사상구사상로342번길12	|	051-301-4479
 19	|	부산동구범일점 	|	부산동구자성로116번길2	|	051-638-4479
 20	|	부산남구대연못골점 	|	부산남구진남로36번길58	|	051-625-4492
 21	|	부산남구대연점 	|	부산남구유엔로183번길35	|	051-612-4482
 22	|	부산남구감만점 	|	부산남구석포로51	|	051-632-4479
 23	|	부산강서구명지국제신도시점 	|	부산강서구명지국제8로234정우빌딩2차115	|	051-271-4479
 24	|	부산강서구명지오션시티점 	|	부산강서구명지오션시티9로58	|	051-204-4492
	< 40 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	부산동래구온천3동점 	|	부산동래구충렬대로126번길19	|	051-504-4492
 2	|	부산해운대구우1점 	|	부산해운대구해운대해변로141	|	051-731-4414
 3	|	부산해운대구해운대신도시1호점 	|	부산해운대구해운대로774번길30	|	051-744-4492
 4	|	부산북구구포1점 	|	부산북구시랑로32	|	051-335-9944
 5	|	부산연제구연산로타리점 	|	부산연제구거제천로230번길25	|	051-852-4445
 6	|	부산부산진구가야개금1점 	|	부산부산진구냉정로262-1	|	051-892-8866
 7	|	부산해운대구해운대행복점 	|	부산해운대구좌동순환로99번길22	|	051-747-9244
 8	|	부산해운대구재송반여점 	|	부산해운대구재송2로28번길6	|	051-781-4479
 9	|	부산동래구수민점 	|	부산동래구명륜로75번길31	|	051-555-4492
 10	|	부산해운대구해운대중동점 	|	부산해운대구좌동순환로468번가길20	|	051-747-3457
 11	|	부산해운대구센텀점 	|	부산해운대구재반로29	|	051-783-4492
 12	|	부산해운대구벡스코점 	|	부산해운대구해운대로383번길25	|	051-747-4498
 13	|	부산북구만덕점 	|	부산북구덕천로280	|	051-333-8686
 14	|	부산사하구괴정1점 	|	부산사하구괴정로235-1	|	051-202-7992
 15	|	부산사상구모라1점 	|	부산사상구백양대로960-1	|	051-312-4492
 16	|	부산남구용호행복점 	|	부산남구동명로158번길104	|	051-623-4479
 17	|	부산기장군정관점 	|	부산기장군정관면구연로42	|	051-728-4492
 18	|	부산동래구온천점 	|	부산동래구차밭골로27	|	051-552-4482
 19	|	경남통영시북신점 	|	경남통영시북신동해미당화목토길화목토0	|	055-642-5592
 20	|	경남진주시신안점 	|	경남진주시진양호로311-1	|	055-741-1255
 21	|	경남거제시장승포점 	|	경남거제시장승포로16	|	055-682-1073
 22	|	경남거제시중곡점 	|	경남거제시중곡로47	|	055-635-5092
 23	|	경남창원시월영점 	|	경남창원시마산합포구월영북로21	|	055-247-4482
 24	|	경남양산시북정점 	|	경남양산시북정중앙로14	|	055-365-4492
	< 41 page >
번호|		지점명			|			  주소  			|	전화번호
 1	|	경남산청군덕산점 	|	경남산청군시천면남명로203-3	|	055-973-4004
